日期,星期,最高气温,最低气温,天气,风向,风力
2014-05-10,星期六,20℃,14℃,中雨,西南风,小于3级
2014-05-11,星期日,24℃,10℃,多云转晴,西南风,小于3级
2014-05-12,星期一,27℃,12℃,晴,东风,小于3级
2014-05-13,星期二,21℃,15℃,阴转阵雨,西南风,小于3级
2014-05-14,星期三,23℃,13℃,多云转晴,东北风,小于3级
2014-05-15,星期四,24℃,12℃,阴,西南风,小于3级
2014-05-16,星期五,26℃,14℃,多云,东北风,小于3级
2014-05-17,星期六,26℃,15℃,阴转多云,南风,小于3级
2014-05-18,星期日,28℃,16℃,多云转阴,东风,小于3级
2014-05-19,星期一,28℃,16℃,阴转晴,东风,小于3级
2014-05-20,星期二,31℃,15℃,晴转多云,东北风,小于3级
2014-05-21,星期三,32℃,17℃,晴转多云,东北风,小于3级
2014-05-22,星期四,30℃,20℃,多云,东风,小于3级
2014-05-23,星期五,26℃,23℃,阴转阵雨,西南风,小于3级
2014-05-24,星期六,27℃,19℃,小雨,西南风,小于3级
2014-05-25,星期日,27℃,18℃,多云,东北风,小于3级
2014-05-26,星期一,31℃,16℃,多云转晴,东风,小于3级
2014-05-27,星期二,32℃,17℃,晴,东风,小于3级
2014-05-28,星期三,29℃,18℃,晴转多云,东北风,小于3级
2014-05-29,星期四,34℃,20℃,多云,东风,小于3级
2014-05-30,星期五,30℃,21℃,多云转阴,东风,小于3级
2014-05-31,星期六,26℃,21℃,阴转小雨,西南风,小于3级
2014-06-01,星期日,33℃,19℃,多云转晴,东风,小于3级
2014-06-02,星期一,32℃,21℃,晴,东风,小于3级
2014-06-03,星期二,31℃,22℃,多云转阴,东风,小于3级
2014-06-04,星期三,29℃,20℃,小雨,西南风,小于3级
2014-06-05,星期四,29℃,20℃,多云转阴,西南风,小于3级
2014-06-06,星期五,33℃,21℃,阴转多云,西南风~东北风,小于3级
2014-06-07,星期六,32℃,20℃,多云转阴,东风,小于3级
2014-06-08,星期日,32℃,20℃,多云转阴,东风,小于3级
2014-06-09,星期一,34℃,19℃,晴,东风,小于3级
2014-06-10,星期二,35℃,20℃,晴转多云,北风,东风小于3级
2014-06-11,星期三,34℃,21℃,多云,北风,东北风小于3级
2014-06-12,星期四,25℃,21℃,阵雨转小雨,西南风,西南风小于3级
2014-06-13,星期五,23℃,19℃,小雨转中雨,东北风,西风小于3级
2014-06-14,星期六,31℃,19℃,多云,北风,西南风小于3级
2014-06-15,星期日,35℃,20℃,晴,东南风,东北风小于3级
2014-06-16,星期一,37℃,22℃,晴,东北风,东风小于3级
2014-06-17,星期二,36℃,23℃,晴转多云,东南风,东北风小于3级
2014-06-18,星期三,30℃,23℃,阵雨转小雨,南风,西南风小于3级
2014-06-19,星期四,31℃,19℃,多云转晴,东南风,东风小于3级
2014-06-20,星期五,32℃,19℃,多云转晴,西北风,东北风小于3级
2014-06-21,星期六,33℃,21℃,晴,东北风,东风小于3级
2014-06-22,星期日,33℃,22℃,晴转多云,东风,东北风小于3级
2014-06-23,星期一,32℃,24℃,多云转阵雨,东北风,东北风转西南风小于3级
2014-06-24,星期二,26℃,21℃,小雨,东南风,西南风小于3级
2014-06-25,星期三,32℃,21℃,阴转多云,西南风,东风小于3级
2014-06-26,星期四,35℃,22℃,多云,西南风,西南风小于3级
2014-06-27,星期五,34℃,24℃,多云转小雨,东北风,西南风小于3级
2014-06-28,星期六,32℃,21℃,小雨转多云,东南风,西南风转东北风小于3级
2014-06-29,星期日,35℃,21℃,晴转多云,东北风,东风小于3级
2014-06-30,星期一,33℃,22℃,阴转阵雨,东北风,南风小于3级
2014-07-01,星期二,35℃,22℃,晴转多云,东北风,西南风小于3级
2014-07-02,星期三,33℃,24℃,多云转阴,北风,东北风小于3级
2014-07-03,星期四,33℃,23℃,小雨转多云,北风,东风小于3级
2014-07-04,星期五,36℃,22℃,晴,东北风,东风小于3级
2014-07-05,星期六,35℃,23℃,晴,东北风,东风小于3级
2014-07-06,星期日,36℃,25℃,晴转多云,东北风,东风小于3级
2014-07-07,星期一,35℃,26℃,多云转阴,东北风,东风小于3级
2014-07-08,星期二,32℃,23℃,阵雨,东北风,西南风小于3级
2014-07-09,星期三,25℃,21℃,中雨,西南风,西南风小于3级
2014-07-10,星期四,32℃,20℃,多云,南风,西南风小于3级
2014-07-11,星期五,30℃,21℃,多云,西南风,小于3级
2014-07-12,星期六,32℃,21℃,多云,东北风,小于3级
2014-07-13,星期日,34℃,22℃,晴,东北风,小于3级
2014-07-14,星期一,35℃,22℃,晴,东风,小于3级
2014-07-15,星期二,35℃,22℃,晴,东风,小于3级
2014-07-16,星期三,36℃,23℃,晴,东风,小于3级
2014-07-17,星期四,36℃,24℃,晴,东北风,小于3级
2014-07-18,星期五,36℃,24℃,晴,东北风,小于3级
2014-07-19,星期六,36℃,25℃,多云,东风,小于3级
2014-07-20,星期日,36℃,26℃,多云,东北风,小于3级
2014-07-21,星期一,36℃,25℃,晴,东北风,小于3级
2014-07-22,星期二,37℃,27℃,多云,东风,小于3级
2014-07-23,星期三,36℃,26℃,多云转阵雨,西南风,小于3级
2014-07-24,星期四,33℃,21℃,阵雨,西南风,小于3级
2014-07-25,星期五,34℃,21℃,晴,东北风,小于3级
2014-07-26,星期六,35℃,22℃,晴,东风,小于3级
2014-07-27,星期日,36℃,23℃,晴,东风,小于3级
2014-07-28,星期一,36℃,24℃,多云,东风,小于3级
2014-07-29,星期二,35℃,25℃,多云,东风,小于3级
2014-07-30,星期三,37℃,26℃,晴,东北风,小于3级
2014-07-31,星期四,38℃,26℃,晴,东风,小于3级
2014-08-01,星期五,37℃,25℃,晴,东风,小于3级
2014-08-02,星期六,37℃,24℃,晴,东北风,小于3级
2014-08-03,星期日,36℃,26℃,晴,东风,小于3级
2014-08-04,星期一,36℃,26℃,晴,东风,小于3级
2014-08-05,星期二,34℃,26℃,多云转阴,东风,小于3级
2014-08-06,星期三,31℃,24℃,阵雨,西南风,小于3级
2014-08-07,星期四,23℃,20℃,中雨,东北风,3-4级~小于3级
2014-08-08,星期五,20℃,18℃,中雨转大雨,西南风,小于3级
2014-08-09,星期六,20℃,18℃,暴雨转中雨,西南风,小于3级
2014-08-10,星期日,25℃,18℃,多云转阴,西南风,小于3级
2014-08-11,星期一,30℃,21℃,阴,东风,小于3级
2014-08-12,星期二,31℃,21℃,多云,东风,小于3级
2014-08-13,星期三,30℃,18℃,多云转晴,西南风,小于3级
2014-08-14,星期四,31℃,19℃,晴,东风,小于3级
2014-08-15,星期五,30℃,19℃,多云转阴,东风,小于3级
2014-08-16,星期六,26℃,18℃,阴转小雨,东风,小于3级
2014-08-17,星期日,25℃,20℃,中雨,东风,小于3级
2014-08-18,星期一,29℃,19℃,阴转多云,西南风,小于3级
2014-08-19,星期二,31℃,19℃,晴转多云,东风,小于3级
2014-08-20,星期三,32℃,19℃,晴转多云,东风,小于3级
2014-08-21,星期四,29℃,21℃,阴,东风,小于3级
2014-08-22,星期五,28℃,21℃,阴转阵雨,西南风,小于3级
2014-08-23,星期六,30℃,21℃,阴转阵雨,西南风,小于3级
2014-08-24,星期日,32℃,20℃,多云转晴,东风,小于3级
2014-08-25,星期一,30℃,19℃,晴转多云,东风,小于3级
2014-08-26,星期二,29℃,19℃,多云转阴,东北风~西南风,小于3级
2014-08-27,星期三,30℃,20℃,多云转阴,东风,小于3级
2014-08-28,星期四,32℃,20℃,多云转晴,东风,小于3级
2014-08-29,星期五,28℃,20℃,多云转阴,东北风~西南风,小于3级
2014-08-30,星期六,27℃,20℃,小雨转中雨,东风,小于3级
2014-08-31,星期日,24℃,19℃,小雨转阴,东风,小于3级
2014-09-01,星期一,23℃,18℃,小雨转中雨,东风,小于3级
2014-09-02,星期二,28℃,17℃,阴转多云,西南风,小于3级
2014-09-03,星期三,30℃,17℃,晴,东风,小于3级
2014-09-04,星期四,30℃,17℃,多云转晴,东风,小于3级
2014-09-05,星期五,30℃,18℃,晴转多云,东风,小于3级
2014-09-06,星期六,26℃,20℃,多云转阴,东风,小于3级
2014-09-07,星期日,25℃,21℃,阵雨转小雨,东北风,小于3级
2014-09-08,星期一,23℃,19℃,小雨,东风,小于3级
2014-09-09,星期二,22℃,20℃,中雨,东风,小于3级
2014-09-10,星期三,22℃,19℃,小雨转中雨,西南风,小于3级
2014-09-11,星期四,23℃,20℃,小雨转中雨,东北风,小于3级
2014-09-12,星期五,23℃,19℃,暴雨转中雨,东北风,小于3级
2014-09-13,星期六,20℃,17℃,中雨,东北风,小于3级
2014-09-14,星期日,18℃,15℃,中雨,西南风,小于3级
2014-09-15,星期一,17℃,15℃,中雨,西南风,小于3级
2014-09-16,星期二,16℃,15℃,中雨,东北风,小于3级
2014-09-17,星期三,16℃,14℃,中雨,东风,小于3级
2014-09-18,星期四,23℃,15℃,阴转多云,东风,小于3级
2014-09-19,星期五,26℃,15℃,多云转晴,东风,小于3级
2014-09-20,星期六,28℃,16℃,晴,东北风,小于3级
2014-09-21,星期日,28℃,17℃,晴转多云,东北风,小于3级
2014-09-22,星期一,26℃,18℃,多云转阴,东北风,小于3级
2014-09-23,星期二,22℃,17℃,小雨,西南风,小于3级
2014-09-24,星期三,24℃,15℃,阴转多云,东风,小于3级
2014-09-25,星期四,24℃,14℃,多云转阴,东风,小于3级
2014-09-26,星期五,24℃,16℃,阴,东风,小于3级
2014-09-27,星期六,20℃,16℃,小雨转中雨,东风,小于3级
2014-09-28,星期日,20℃,17℃,中雨,东风,小于3级
2014-09-29,星期一,23℃,15℃,阴转多云,东风,小于3级
2014-09-30,星期二,25℃,16℃,多云转阴,东北风,小于3级
2014-10-01,星期三,23℃,17℃,小雨转阴,西南风,小于3级
2014-10-02,星期四,25℃,15℃,晴,东北风,小于3级
2014-10-03,星期五,26℃,16℃,晴转多云,东风,小于3级
2014-10-04,星期六,22℃,15℃,阵雨转晴,东风,小于3级
2014-10-05,星期日,26℃,12℃,晴,东风,小于3级
2014-10-06,星期一,26℃,14℃,晴,东风,小于3级
2014-10-07,星期二,24℃,14℃,多云,东风,小于3级
2014-10-08,星期三,26℃,15℃,阴,东风,小于3级
2014-10-09,星期四,25℃,15℃,霾,东风,小于3级
2014-10-10,星期五,24℃,15℃,霾,东风,小于3级
2014-10-11,星期六,18℃,14℃,多云转阴,微风~北风,小于3级~3-4级
2014-10-12,星期日,14℃,11℃,小雨,北风~东风,3-4级~小于3级
2014-10-13,星期一,15℃,8℃,阴转多云,东风,小于3级
2014-10-14,星期二,21℃,8℃,晴,东风,小于3级
2014-10-15,星期三,20℃,10℃,晴转多云,东风,小于3级
2014-10-16,星期四,16℃,12℃,阴,东风,小于3级
2014-10-17,星期五,20℃,13℃,阴,西南风,小于3级
2014-10-18,星期六,19℃,12℃,多云转阴,东风,小于3级
2014-10-19,星期日,19℃,14℃,小雨,东风,小于3级
2014-10-20,星期一,20℃,13℃,阴,西南风,小于3级
2014-10-21,星期二,22℃,10℃,多云转晴,东风,小于3级
2014-10-22,星期三,23℃,11℃,晴转多云,东风,小于3级
2014-10-23,星期四,23℃,11℃,多云,南风,小于3级
2014-10-24,星期五,24℃,10℃,晴,东风,小于3级
2014-10-25,星期六,24℃,11℃,晴,东风,小于3级
2014-10-26,星期日,25℃,11℃,晴,东风,小于3级
2014-10-27,星期一,20℃,12℃,多云转阴,东风,小于3级
2014-10-28,星期二,12℃,10℃,阴转小雨,西南风,小于3级
2014-10-29,星期三,14℃,10℃,小雨,东风,小于3级
2014-10-30,星期四,17℃,11℃,小雨转阴,东风,小于3级
2014-10-31,星期五,14℃,9℃,小雨,东风,小于3级
2014-11-01,星期六,16℃,9℃,阴转多云,西南风~东北风,小于3级
2014-11-02,星期日,14℃,6℃,多云转晴,北风~东风,3-4级~小于3级
2014-11-03,星期一,15℃,3℃,晴,东风,小于3级
2014-11-04,星期二,15℃,3℃,晴转多云,东风,小于3级
2014-11-05,星期三,18℃,6℃,阴转晴,东风,小于3级
2014-11-06,星期四,18℃,6℃,晴转多云,东风,小于3级
2014-11-07,星期五,13℃,8℃,小雨,东风,小于3级
2014-11-08,星期六,14℃,7℃,阴转多云,东风,小于3级
2014-11-09,星期日,14℃,7℃,阴转多云,东风,小于3级
2014-11-10,星期一,14℃,7℃,阴转多云,东风,小于3级
2014-11-11,星期二,16℃,7℃,多云转晴,北风,3-4级
2014-11-12,星期三,13℃,6℃,晴,微风,小于3级
2014-11-13,星期四,13℃,3℃,多云转晴,东风,小于3级
2014-11-14,星期五,14℃,3℃,晴转阴,东风,小于3级
2014-11-15,星期六,13℃,4℃,小雨转晴,西南风~西北风,小于3级
2014-11-16,星期日,13℃,3℃,晴,东风,小于3级
2014-11-17,星期一,12℃,2℃,晴转多云,东风,小于3级
2014-11-18,星期二,12℃,2℃,晴转多云,东风,小于3级
2014-11-19,星期三,14℃,4℃,多云,东风,小于3级
2014-11-20,星期四,15℃,3℃,晴转多云,东风,小于3级
2014-11-21,星期五,14℃,4℃,多云,东风,小于3级
2014-11-22,星期六,12℃,5℃,阴,东风,小于3级
2014-11-23,星期日,9℃,4℃,小雨,东风,小于3级
2014-11-24,星期一,9℃,4℃,小雨,东风,小于3级
2014-11-25,星期二,12℃,4℃,阴转多云,东风,小于3级
2014-11-26,星期三,12℃,3℃,多云转阴,东风,小于3级
2014-11-27,星期四,7℃,4℃,小雨转阴,东风,小于3级
2014-11-28,星期五,9℃,2℃,多云,东风,小于3级
2014-11-29,星期六,7℃,3℃,阴转小雨,东风,小于3级
2014-11-30,星期日,10℃,4℃,小雨转晴,东风,小于3级
2014-12-01,星期一,6℃,-1℃,晴,北风,3-4级
2014-12-02,星期二,5℃,-2℃,晴,北风~微风,3-4级~小于3级
2014-12-03,星期三,8℃,-2℃,多云转晴,微风,小于3级
2014-12-04,星期四,4℃,-3℃,晴,东风,小于3级
2014-12-05,星期五,7℃,-4℃,晴,东风,小于3级
2014-12-06,星期六,6℃,-3℃,多云,西北风,小于3级
2014-12-07,星期日,7℃,-2℃,多云转晴,东风,小于3级
2014-12-08,星期一,8℃,-3℃,晴转多云,东风,小于3级
2014-12-09,星期二,4℃,1℃,阴转雨夹雪,西南风,小于3级
2014-12-10,星期三,6℃,1℃,阴转多云,西南风~西北风,小于3级
2014-12-11,星期四,6℃,-2℃,多云,西北风,小于3级
2014-12-12,星期五,7℃,-3℃,晴,东风,小于3级
2014-12-13,星期六,7℃,-4℃,晴,东风,小于3级
2014-12-14,星期日,6℃,-2℃,晴转多云,西北风,小于3级
2014-12-15,星期一,6℃,-2℃,多云,西北风,小于3级
2014-12-16,星期二,6℃,-3℃,多云转晴,西北风,小于3级
2014-12-17,星期三,6℃,-4℃,晴转多云,东风,小于3级
2014-12-18,星期四,8℃,-5℃,多云,东风,小于3级
2014-12-19,星期五,7℃,-4℃,晴,东风,小于3级
2014-12-20,星期六,5℃,-3℃,多云,东风,小于3级
2014-12-21,星期日,5℃,-3℃,晴,东风,小于3级
2014-12-22,星期一,5℃,-5℃,晴转多云,西北风,小于3级
2014-12-23,星期二,7℃,-3℃,阴转多云,西风,小于3级
2014-12-24,星期三,5℃,-3℃,多云转阴,东风,小于3级
2014-12-25,星期四,3℃,-4℃,阴转雨夹雪,东风,小于3级
2014-12-26,星期五,4℃,-2℃,阴转多云,东风,小于3级
2014-12-27,星期六,9℃,-2℃,阴,东北风,小于3级
2014-12-28,星期日,10℃,-3℃,多云转晴,东北风,小于3级
2014-12-29,星期一,10℃,-1℃,晴,东北风,小于3级
2014-12-30,星期二,12℃,-1℃,晴,西北风,小于3级
2014-12-31,星期三,5℃,-3℃,晴,东北风,小于3级
2015-01-01,星期四,5℃,-4℃,晴,西北风,小于3级
2015-01-02,星期五,4℃,-4℃,多云,东北风,小于3级
2015-01-03,星期六,7℃,-3℃,多云,东风,小于3级
2015-01-04,星期日,7℃,-2℃,晴,东风,小于3级
2015-01-05,星期一,6℃,0℃,阴转多云,东北风~北风,小于3级~3-4级
2015-01-06,星期二,4℃,0℃,阴,东北风,小于3级
2015-01-07,星期三,7℃,-2℃,多云转晴,西风,小于3级
2015-01-08,星期四,7℃,-2℃,多云,东风,小于3级
2015-01-09,星期五,8℃,-2℃,晴,东北风,小于3级
2015-01-10,星期六,8℃,-2℃,晴,东北风,小于3级
2015-01-11,星期日,9℃,-2℃,晴转多云,东北风,小于3级
2015-01-12,星期一,8℃,-2℃,多云转阴,东北风,小于3级
2015-01-13,星期二,6℃,-1℃,阴,西南风,小于3级
2015-01-14,星期三,7℃,-1℃,阴,东北风,小于3级
2015-01-15,星期四,6℃,-2℃,霾转多云,东北风,小于3级
2015-01-16,星期五,5℃,-2℃,霾转多云,东风,小于3级
2015-01-17,星期六,5℃,-3℃,多云转阴,东风,小于3级
2015-01-18,星期日,8℃,-2℃,阴转晴,东风,小于3级
2015-01-19,星期一,9℃,-3℃,晴转多云,东风,小于3级
2015-01-20,星期二,10℃,-1℃,多云转晴,东风~北风,小于3级~3-4级
2015-01-21,星期三,9℃,-1℃,晴,东北风,小于3级
2015-01-22,星期四,10℃,-2℃,晴,东北风,小于3级
2015-01-23,星期五,7℃,-2℃,晴转多云,东北风,小于3级
2015-01-24,星期六,5℃,-1℃,阴,东北风,小于3级
2015-01-25,星期日,8℃,0℃,霾转多云,东北风,小于3级
2015-01-26,星期一,5℃,-2℃,霾,西南风,小于3级
2015-01-27,星期二,3℃,0℃,霾转小雪,北风,3-4级
2015-01-28,星期三,1℃,-1℃,雨夹雪,西南风,小于3级
2015-01-29,星期四,3℃,-4℃,小雪转阴,西南风,小于3级
2015-01-30,星期五,2℃,-4℃,多云转阴,东北风,小于3级
2015-01-31,星期六,2℃,-4℃,小雪,东风,小于3级
2015-02-01,星期日,3℃,-4℃,阴,南风,小于3级
2015-02-02,星期一,4℃,-4℃,多云,东风,小于3级
2015-02-03,星期二,7℃,-4℃,多云转晴,东北风,小于3级
2015-02-04,星期三,6℃,-4℃,晴,西风,小于3级
2015-02-05,星期四,6℃,-3℃,晴转多云,东北风,小于3级
2015-02-06,星期五,7℃,-3℃,多云,东风,小于3级
2015-02-07,星期六,9℃,-4℃,多云转晴,东北风,小于3级
2015-02-08,星期日,8℃,-2℃,晴转多云,东北风,小于3级
2015-02-09,星期一,7℃,-2℃,多云,东北风,小于3级
2015-02-10,星期二,7℃,-2℃,多云,东北风,小于3级
2015-02-11,星期三,14℃,-1℃,晴,东北风,小于3级
2015-02-12,星期四,15℃,1℃,晴,东北风,小于3级
2015-02-13,星期五,17℃,4℃,晴,东北风,小于3级
2015-02-14,星期六,12℃,2℃,多云转阴,东风,小于3级
2015-02-15,星期日,14℃,5℃,阴转多云,东北风,小于3级
2015-02-16,星期一,14℃,3℃,晴,东风,小于3级
2015-02-17,星期二,12℃,1℃,晴转多云,东北风,小于3级
2015-02-18,星期三,10℃,2℃,多云,东北风,小于3级
2015-02-19,星期四,8℃,4℃,阴转小雨,西南风,小于3级
2015-02-20,星期五,6℃,3℃,小雨转阴,东北风,小于3级
