房源编号,所在城市,所在区县,所在街道或地区,小区名称,面积,租赁方式,朝向,月租,计费方式,室,厅,卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
TJ2564552438489563136,天津,南开,万兴街,三潭东里,61㎡,合租,南/北,1200元/月,None,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
TJ2561730767281455104,天津,东丽,华明镇,大唐印象,12㎡,合租,东,990元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,13,18层,有,租用车位,民水,民电,有,集中供暖
TJ2560791013765955584,天津,南开,万兴街,天大北五村,49㎡,整租,南,1259元/月,年付价,1室,1厅,1卫,随时入住,1年,随时可看,5,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2428429399453081600,天津,开发区,第三大街,翠亨村C区,20㎡,合租,南,1050元/月,月付价,3室,0厅,1卫,2020-07-15,3~24个月,随时可看,5,6层,无,租用车位,民水,民电,有,集中供暖
TJ2564977132942409728,天津,和平,南市,蓉芳里,45㎡,整租,南,2000元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,9层,有,暂无数据,民水,民电,有,集中供暖
TJ2564053061098283008,天津,西青,中北镇,正荣润璟湾,7㎡,合租,北,930元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,6,8层,有,租用车位,民水,民电,有,集中供暖
TJ2564441265886199808,天津,和平,南市,同庆后,26㎡,整租,东,1000元/月,None,1室,0厅,0卫,随时入住,暂无数据,一般下班后可看,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
TJ2563700891035107328,天津,红桥,芥园道,新竹里,20㎡,合租,东,1099元/月,季付价,3室,1厅,1卫,随时入住,3~12个月,随时可看,2,7层,无,免费使用,民水,民电,有,集中供暖
TJ2559422942270193664,天津,塘沽,胡家园,滨翔花园（远洋城4期）,108㎡,整租,南,1400元/月,半年付价,2室,1厅,1卫,随时入住,3年以上,需提前预约,中楼层,34层,有,暂无数据,民水,民电,有,集中供暖
TJ2563064865233584128,天津,南开,万兴街,万维花园,8㎡,合租,南,699元/月,季付价,4室,1厅,2卫,随时入住,3个月以上,随时可看,6,6层,无,免费使用,民水,民电,有,集中供暖
TJ2560030018373951488,天津,塘沽,胡家园,旭辉澜郡,80㎡,整租,南,1500元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,26层,有,暂无数据,民水,民电,有,集中供暖
TJ2560196425967206400,天津,东丽,华明镇,大唐印象,89㎡,整租,南,1000元/月,季付价,3室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,17层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
TJ2560229022067851264,天津,津南,辛庄,首创城,104㎡,整租,南/北,1000元/月,季付价,3室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,11层,有,免费使用,民水,民电,有,集中供暖
TJ2559893530881294336,天津,东丽,万新街,畅悦华庭,54㎡,整租,南,1300元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,21层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
TJ2560218777682198528,天津,北辰,双街,双街新家园,85㎡,整租,南/北,1000元/月,半年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,5层,无,暂无数据,民水,民电,有,集中供暖
TJ2523003216237428736,天津,南开,鼓楼街,尚佳新苑公寓,18㎡,合租,南,799元/月,月付价,4室,2厅,2卫,随时入住,3~12个月,随时可看,4,20层,有,免费使用,民水,商电,有,集中供暖
TJ2561342823085375488,天津,滨海新区,大港,胜利里,44㎡,整租,南/北,950元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,5层,无,免费使用,民水,民电,有,集中供暖
TJ2555737679136563200,天津,红桥,丁字沽街,红旗楼,20㎡,整租,南,1100元/月,季付价,1室,1厅,1卫,随时入住,6个月以上,随时可看,5,5层,无,免费使用,民水,民电,有,集中供暖
TJ2373786169856507904,天津,西青,中北镇,新津国际,63㎡,整租,南,1000元/月,None,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,22层,有,暂无数据,民水,商电,有,集中供暖
TJ2560114084918345728,天津,塘沽,胡家园,香颂园（远洋城1期）,70㎡,整租,南,1500元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,32层,有,暂无数据,民水,民电,有,集中供暖
TJ2559916363892670464,天津,河东,常州道,常州里,21㎡,合租,南,850元/月,季付价,1室,0厅,1卫,随时入住,1年以内,需提前预约,高楼层,5层,无,免费使用,民水,民电,有,集中供暖
TJ2560173666457894912,天津,南开,华苑,居华里,12㎡,合租,南,1250元/月,None,2室,1厅,1卫,2020-08-01,1年以内,一般下班后可看,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2561610862087913472,天津,河西,小海地,桂江里(河西区),39㎡,整租,南,1500元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,中楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2561469798961643520,天津,河北,建昌道,乐桥里,40㎡,整租,南,1500元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,租用车位,民水,民电,有,集中供暖
TJ2544891013680603136,天津,和平,体育馆街,马场别墅,32㎡,整租,南,1300元/月,None,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,4层,无,免费使用,民水,民电,有,集中供暖
TJ2557880223698272256,天津,南开,万兴街,三潭东里,15㎡,合租,南,880元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,6,7层,无,免费使用,民水,民电,有,集中供暖
TJ2563632043842084864,天津,开发区,第三大街,星缘轩,65㎡,整租,北,2200元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,12层,有,免费使用,民水,民电,有,集中供暖
TJ2558565423428157440,天津,南开,广开街,永基花园,12㎡,合租,南,601元/月,月付价,4室,1厅,1卫,随时入住,1个月以上,随时可看,12,30层,有,免费使用,民水,民电,有,集中供暖
TJ2564295216454705152,天津,西青,中北镇,华亭国际,90㎡,整租,南/北,1500元/月,季付价,2室,2厅,1卫,2020-07-15,1年以内,需提前预约,高楼层,11层,有,租用车位,民水,民电,有,集中供暖
TJ2320778955529404416,天津,南开,广开街,广泽名轩,11㎡,合租,东,650元/月,月付价,4室,1厅,1卫,随时入住,1~12个月,随时可看,6,6层,无,暂无数据,民水,民电,有,暂无数据
TJ2564303269526503424,天津,西青,张家窝,灵泉南里,90㎡,整租,南,1300元/月,季付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,中楼层,6层,无,免费使用,暂无数据,暂无数据,有,暂无数据
TJ2554186021378473984,天津,南开,学府街,馨名园,11㎡,合租,东南,650元/月,月付价,5室,1厅,2卫,随时入住,1~12个月,需提前预约,6,6层,无,免费使用,民水,民电,有,集中供暖
TJ2539168740721819648,天津,和平,南营门街,瑞竹大厦,13㎡,合租,南,998元/月,月付价,2室,1厅,1卫,随时入住,1年,随时可看,16,19层,有,租用车位,民水,民电,有,集中供暖
TJ2555079660333432832,天津,西青,中北镇,碧水家园C区,14㎡,合租,东,650元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,3,5层,无,免费使用,暂无数据,暂无数据,有,自采暖
TJ2564298247476879360,天津,津南,辛庄,鑫旺里,64㎡,整租,南,1300元/月,半年付价,1室,1厅,1卫,2020-07-15,1年以内,需提前预约,高楼层,18层,有,暂无数据,民水,民电,有,集中供暖
TJ2560649116401278976,天津,河东,春华街,瑞金里,55㎡,整租,南,1155元/月,年付价,1室,1厅,1卫,随时入住,1~2年,随时可看,2,6层,无,免费使用,民水,民电,有,集中供暖
TJ2532546492338536448,天津,塘沽,解放路,金泰新村,56㎡,整租,东南,1400元/月,None,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
TJ2560733758085414912,天津,南开,万兴街,义兴南里,50㎡,整租,东南,1200元/月,年付价,1室,1厅,1卫,随时入住,1年,随时可看,6,7层,无,免费使用,民水,民电,有,集中供暖
TJ2562831579990720512,天津,河西,桃园街,连荣里,34㎡,整租,北,1600元/月,季付价,1室,1厅,1卫,2020-08-01,1年以内,需提前预约,低楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2562441777936613376,天津,西青,张家窝,津洲花园,20㎡,合租,东,998元/月,年付价,3室,1厅,1卫,随时入住,1年,随时可看,21,30层,有,免费使用,民水,民电,有,集中供暖
TJ2562017513642655744,天津,西青,中北镇,顺通家园,20㎡,合租,南,600元/月,季付价,1室,1厅,1卫,2020-07-20,1年以内,需提前预约,低楼层,18层,有,暂无数据,民水,民电,有,集中供暖
TJ2426802228217257984,天津,武清,下朱庄,君利花园,128㎡,整租,南/北,800元/月,None,3室,1厅,2卫,随时入住,暂无数据,需提前预约,中楼层,24层,有,暂无数据,民水,民电,有,集中供暖
TJ2453664231733084160,天津,津南,辛庄,金地艺境,111㎡,整租,南,1100元/月,半年付价,3室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2477465421016735744,天津,津南,咸水沽,龙湖紫宸,128㎡,整租,南/北,1000元/月,None,3室,2厅,2卫,随时入住,暂无数据,需提前预约,低楼层,7层,有,暂无数据,民水,民电,有,集中供暖
TJ2402054140429090816,天津,东丽,万新街,川合小区,76㎡,整租,南/北,1300元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2562443235079766016,天津,西青,张家窝,津洲花园,18㎡,合租,南,998元/月,月付价,3室,1厅,1卫,随时入住,1个月,随时可看,21,30层,有,免费使用,民水,民电,有,集中供暖
TJ2381781506281709568,天津,武清,下朱庄,君利花园,104㎡,整租,西南,700元/月,半年付价,2室,2厅,1卫,随时入住,2年以内,需提前预约,低楼层,26层,有,免费使用,民水,民电,有,集中供暖
TJ2563016130398519296,天津,西青,张家窝,津洲花园,14㎡,合租,南,998元/月,月付价,3室,1厅,1卫,随时入住,3~12个月,随时可看,9,25层,有,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
TJ2437676942066196480,天津,武清,下朱庄,龙如园,115㎡,整租,南/北,700元/月,半年付价,3室,2厅,2卫,随时入住,2年以内,需提前预约,中楼层,5层,有,免费使用,民水,民电,有,集中供暖
TJ2557079906395889664,天津,津南,咸水沽,育才里(津南),82㎡,整租,东/西,1000元/月,季付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,低楼层,6层,有,免费使用,民水,民电,有,集中供暖
TJ2314213123017949184,天津,津南,咸水沽,红霞里(津南区),83㎡,整租,南,1100元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2305035389964132352,天津,津南,咸水沽,金地艺城瑞府,77㎡,整租,东南,700元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,8层,有,暂无数据,民水,民电,有,集中供暖
TJ2348463111851753472,天津,武清,下朱庄,汇尚园,89㎡,整租,南/北,600元/月,None,3室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,有,暂无数据,民水,民电,有,集中供暖
TJ2519384656177545216,天津,滨海新区,大港,振业里,73㎡,整租,南/北,1000元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2521587798189293568,天津,宁河,宁河,天津海航城,87㎡,整租,南/北,800元/月,半年付价,2室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,25层,有,免费使用,民水,民电,有,自采暖
TJ2560652165350178816,天津,河西,友谊路,新世纪城,19㎡,合租,南,1598元/月,月付价,4室,1厅,1卫,随时入住,3~12个月,随时可看,4,5层,无,暂无数据,民水,民电,有,集中供暖
TJ2500606481695506432,天津,津南,咸水沽,新丰里(津南区),58㎡,整租,南/北,800元/月,半年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,6层,有,免费使用,暂无数据,暂无数据,有,集中供暖
TJ2545535094274129920,天津,西青,精武镇,华木里,17㎡,合租,南,980元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,3,5层,无,免费使用,民水,民电,有,自采暖
TJ2526608834270085120,天津,东丽,万新街,海丽园,61㎡,整租,南,1000元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,11层,有,暂无数据,民水,民电,有,集中供暖
TJ2547223107756892160,天津,河北,光复道,君临大厦,50㎡,整租,南,1500元/月,年付价,1室,1厅,1卫,随时入住,1~2年,随时可看,2,25层,有,租用车位,民水,民电,有,集中供暖
TJ2526775562341990400,天津,津南,咸水沽,益华里,95㎡,整租,南,1000元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2546354709292122112,天津,河北,光复道,君临大厦,22㎡,合租,南,1099元/月,月付价,3室,1厅,1卫,随时入住,1个月以上,随时可看,3,40层,有,免费使用,民水,民电,有,集中供暖
TJ2528993441930035200,天津,塘沽,胡家园,滨雅花园（远洋城8期）,20㎡,合租,南,750元/月,月付价,3室,1厅,1卫,随时入住,6~12个月,随时可看,11,34层,有,免费使用,民水,民电,有,集中供暖
TJ2549961618154848256,天津,河北,光复道,隆新里,15㎡,合租,南,1250元/月,月付价,2室,1厅,1卫,随时入住,1年,随时可看,5,7层,无,租用车位,民水,民电,有,集中供暖
TJ2485451030985179136,天津,东丽,万新街,好新家园,67㎡,整租,南/西南/北,1200元/月,None,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,13层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
TJ2475867790071316480,天津,塘沽,新河街,四季风情（贻港新城）,17㎡,合租,西,650元/月,月付价,4室,1厅,1卫,随时入住,1~12个月,随时可看,5,34层,有,租用车位,民水,民电,有,集中供暖
TJ2557079906395889664,天津,津南,咸水沽,育才里(津南),82㎡,整租,东/西,1000元/月,季付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,低楼层,6层,有,免费使用,民水,民电,有,集中供暖
TJ2503645297625014272,天津,河西,陈塘庄,中冶德贤公馆,16㎡,合租,西南,1060元/月,月付价,3室,1厅,1卫,随时入住,1年,随时可看,6,30层,有,暂无数据,民水,民电,有,集中供暖
TJ2532520333572055040,天津,塘沽,新村街,河华里,65㎡,整租,东,1500元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
TJ2557887689315852288,天津,南开,王顶堤,林苑东里,17㎡,合租,南,1248元/月,月付价,2室,1厅,1卫,随时入住,3~12个月,随时可看,4,8层,无,免费使用,民水,民电,有,集中供暖
TJ2533122289420214272,天津,宁河,宁河,银河花園,80㎡,整租,南/北,1000元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,5层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
TJ2528384375721304064,天津,北辰,北仓镇,盛青园,75㎡,整租,南,1000元/月,季付价,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,11层,有,租用车位,暂无数据,暂无数据,有,集中供暖
TJ2437676942066196480,天津,武清,下朱庄,龙如园,115㎡,整租,南/北,700元/月,半年付价,3室,2厅,2卫,随时入住,2年以内,需提前预约,中楼层,5层,有,免费使用,民水,民电,有,集中供暖
TJ2402054140429090816,天津,东丽,万新街,川合小区,76㎡,整租,南/北,1300元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2453664231733084160,天津,津南,辛庄,金地艺境,111㎡,整租,南,1100元/月,半年付价,3室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2557763339518754816,天津,南开,华苑,地华里,18㎡,合租,南,998元/月,月付价,3室,1厅,1卫,随时入住,1年,随时可看,4,6层,无,租用车位,民水,民电,有,集中供暖
TJ2477465421016735744,天津,津南,咸水沽,龙湖紫宸,128㎡,整租,南/北,1000元/月,None,3室,2厅,2卫,随时入住,暂无数据,需提前预约,低楼层,7层,有,暂无数据,民水,民电,有,集中供暖
