所在城市,所在区县,所在街道或地区,小区名称,面积,租赁方式,朝向,月租,计费方式,室,厅,卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
天津,南开,万兴街,三潭东里,61,合租,南,1200,None,2,1,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,东丽,华明镇,大唐印象,12,合租,东,990,季付价,3,1,1,随时入住,1年,随时可看,高楼层,18,有,租用车位,民水,民电,有,集中供暖
天津,南开,万兴街,天大北五村,49,整租,南,1259,年付价,1,1,1,随时入住,1年,随时可看,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,开发,第三大街,翠亨村C区,20,合租,南,1050,月付价,3,0,1,20200715,3~24个月,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,和平,南市,蓉芳里,45,整租,南,2000,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,9,有,暂无数据,民水,民电,有,集中供暖
天津,西青,中北镇,正荣润璟湾,7,合租,北,930,季付价,4,1,2,随时入住,1年,随时可看,高楼层,8,有,租用车位,民水,民电,有,集中供暖
天津,和平,南市,同庆后,26,整租,东,1000,None,1,0,0,随时入住,暂无数据,一般下班后可看,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,红桥,芥园道,新竹里,20,合租,东,1099,季付价,3,1,1,随时入住,3~12个月,随时可看,低楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,塘沽,胡家园,滨翔花园（远洋城4期）,108,整租,南,1400,半年付价,2,1,1,随时入住,3年以上,需提前预约,中楼层,34,有,暂无数据,民水,民电,有,集中供暖
天津,南开,万兴街,万维花园,8,合租,南,699,季付价,4,1,2,随时入住,3个月以上,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,塘沽,胡家园,旭辉澜郡,80,整租,南,1500,None,2,1,1,随时入住,暂无数据,需提前预约,低楼层,26,有,暂无数据,民水,民电,有,集中供暖
天津,东丽,华明镇,大唐印象,89,整租,南,1000,季付价,3,1,1,随时入住,1年以内,需提前预约,低楼层,17,有,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,津南,辛庄,首创城,104,整租,南,1000,季付价,3,1,1,随时入住,1年以内,需提前预约,高楼层,11,有,免费使用,民水,民电,有,集中供暖
天津,东丽,万新街,畅悦华庭,54,整租,南,1300,季付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,21,有,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,北辰,双街,双街新家园,85,整租,南,1000,半年付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,5,无,暂无数据,民水,民电,有,集中供暖
天津,南开,鼓楼街,尚佳新苑公寓,18,合租,南,799,月付价,4,2,2,随时入住,3~12个月,随时可看,低楼层,20,有,免费使用,民水,商电,有,集中供暖
天津,滨海,大港,胜利里,44,整租,南,950,季付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,红桥,丁字沽街,红旗楼,20,整租,南,1100,季付价,1,1,1,随时入住,6个月以上,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,西青,中北镇,新津国际,63,整租,南,1000,None,1,1,1,随时入住,暂无数据,需提前预约,中楼层,22,有,暂无数据,民水,商电,有,集中供暖
天津,塘沽,胡家园,香颂园（远洋城1期）,70,整租,南,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,32,有,暂无数据,民水,民电,有,集中供暖
天津,河东,常州道,常州里,21,合租,南,850,季付价,1,0,1,随时入住,1年以内,需提前预约,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,南开,华苑,居华里,12,合租,南,1250,None,2,1,1,20200801,1年以内,一般下班后可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河西,小海地,桂江里(河西区),39,整租,南,1500,季付价,1,1,1,随时入住,2年以内,需提前预约,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河北,建昌道,乐桥里,40,整租,南,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,和平,体育馆街,马场别墅,32,整租,南,1300,None,1,1,1,随时入住,1年以内,需提前预约,高楼层,4,无,免费使用,民水,民电,有,集中供暖
天津,南开,万兴街,三潭东里,15,合租,南,880,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,开发,第三大街,星缘轩,65,整租,北,2200,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,12,有,免费使用,民水,民电,有,集中供暖
天津,南开,广开街,永基花园,12,合租,南,601,月付价,4,1,1,随时入住,1个月以上,随时可看,中楼层,30,有,免费使用,民水,民电,有,集中供暖
天津,西青,中北镇,华亭国际,90,整租,南,1500,季付价,2,2,1,20200715,1年以内,需提前预约,高楼层,11,有,租用车位,民水,民电,有,集中供暖
天津,南开,广开街,广泽名轩,11,合租,东,650,月付价,4,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,暂无数据,民水,民电,有,暂无数据
天津,西青,张家窝,灵泉南里,90,整租,南,1300,季付价,2,1,1,随时入住,2年以内,需提前预约,中楼层,6,无,免费使用,暂无数据,暂无数据,有,暂无数据
天津,南开,学府街,馨名园,11,合租,东,650,月付价,5,1,2,随时入住,1~12个月,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,和平,南营门街,瑞竹大厦,13,合租,南,998,月付价,2,1,1,随时入住,1年,随时可看,高楼层,19,有,租用车位,民水,民电,有,集中供暖
天津,西青,中北镇,碧水家园C区,14,合租,东,650,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,5,无,免费使用,暂无数据,暂无数据,有,自采暖
天津,津南,辛庄,鑫旺里,64,整租,南,1300,半年付价,1,1,1,20200715,1年以内,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,河东,春华街,瑞金里,55,整租,南,1155,年付价,1,1,1,随时入住,1~2年,随时可看,低楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,塘沽,解放路,金泰新村,56,整租,东,1400,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,南开,万兴街,义兴南里,50,整租,东,1200,年付价,1,1,1,随时入住,1年,随时可看,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,河西,桃园街,连荣里,34,整租,北,1600,季付价,1,1,1,20200801,1年以内,需提前预约,低楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,西青,张家窝,津洲花园,20,合租,东,998,年付价,3,1,1,随时入住,1年,随时可看,高楼层,30,有,免费使用,民水,民电,有,集中供暖
天津,西青,中北镇,顺通家园,20,合租,南,600,季付价,1,1,1,20200720,1年以内,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,武清,下朱庄,君利花园,128,整租,南,800,None,3,1,2,随时入住,暂无数据,需提前预约,中楼层,24,有,暂无数据,民水,民电,有,集中供暖
天津,津南,辛庄,金地艺境,111,整租,南,1100,半年付价,3,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,龙湖紫宸,128,整租,南,1000,None,3,2,2,随时入住,暂无数据,需提前预约,低楼层,7,有,暂无数据,民水,民电,有,集中供暖
天津,东丽,万新街,川合小区,76,整租,南,1300,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,西青,张家窝,津洲花园,18,合租,南,998,月付价,3,1,1,随时入住,1个月,随时可看,高楼层,30,有,免费使用,民水,民电,有,集中供暖
天津,武清,下朱庄,君利花园,104,整租,西,700,半年付价,2,2,1,随时入住,2年以内,需提前预约,低楼层,26,有,免费使用,民水,民电,有,集中供暖
天津,西青,张家窝,津洲花园,14,合租,南,998,月付价,3,1,1,随时入住,3~12个月,随时可看,中楼层,25,有,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
天津,武清,下朱庄,龙如园,115,整租,南,700,半年付价,3,2,2,随时入住,2年以内,需提前预约,中楼层,5,有,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,育才里(津南),82,整租,东,1000,季付价,2,1,1,随时入住,2年以内,需提前预约,低楼层,6,有,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,红霞里(津南区),83,整租,南,1100,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,津南,咸水沽,金地艺城瑞府,77,整租,东,700,None,2,1,1,随时入住,暂无数据,需提前预约,中楼层,8,有,暂无数据,民水,民电,有,集中供暖
天津,武清,下朱庄,汇尚园,89,整租,南,600,None,3,1,1,随时入住,暂无数据,需提前预约,高楼层,7,有,暂无数据,民水,民电,有,集中供暖
天津,滨海,大港,振业里,73,整租,南,1000,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,宁河,宁河,天津海航城,87,整租,南,800,半年付价,2,2,1,随时入住,暂无数据,需提前预约,低楼层,25,有,免费使用,民水,民电,有,自采暖
天津,河西,友谊路,新世纪城,19,合租,南,1598,月付价,4,1,1,随时入住,3~12个月,随时可看,高楼层,5,无,暂无数据,民水,民电,有,集中供暖
天津,津南,咸水沽,新丰里(津南区),58,整租,南,800,半年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,6,有,免费使用,暂无数据,暂无数据,有,集中供暖
天津,西青,精武镇,华木里,17,合租,南,980,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,5,无,免费使用,民水,民电,有,自采暖
天津,东丽,万新街,海丽园,61,整租,南,1000,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,11,有,暂无数据,民水,民电,有,集中供暖
天津,河北,光复道,君临大厦,50,整租,南,1500,年付价,1,1,1,随时入住,1~2年,随时可看,低楼层,25,有,租用车位,民水,民电,有,集中供暖
天津,津南,咸水沽,益华里,95,整租,南,1000,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河北,光复道,君临大厦,22,合租,南,1099,月付价,3,1,1,随时入住,1个月以上,随时可看,低楼层,40,有,免费使用,民水,民电,有,集中供暖
天津,塘沽,胡家园,滨雅花园（远洋城8期）,20,合租,南,750,月付价,3,1,1,随时入住,6~12个月,随时可看,低楼层,34,有,免费使用,民水,民电,有,集中供暖
天津,河北,光复道,隆新里,15,合租,南,1250,月付价,2,1,1,随时入住,1年,随时可看,高楼层,7,无,租用车位,民水,民电,有,集中供暖
天津,东丽,万新街,好新家园,67,整租,南,1200,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,13,无,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,塘沽,新河街,四季风情（贻港新城）,17,合租,西,650,月付价,4,1,1,随时入住,1~12个月,随时可看,低楼层,34,有,租用车位,民水,民电,有,集中供暖
天津,津南,咸水沽,育才里(津南),82,整租,东,1000,季付价,2,1,1,随时入住,2年以内,需提前预约,低楼层,6,有,免费使用,民水,民电,有,集中供暖
天津,河西,陈塘庄,中冶德贤公馆,16,合租,西,1060,月付价,3,1,1,随时入住,1年,随时可看,低楼层,30,有,暂无数据,民水,民电,有,集中供暖
天津,塘沽,新村街,河华里,65,整租,东,1500,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,南开,王顶堤,林苑东里,17,合租,南,1248,月付价,2,1,1,随时入住,3~12个月,随时可看,中楼层,8,无,免费使用,民水,民电,有,集中供暖
天津,宁河,宁河,银河花園,80,整租,南,1000,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
天津,北辰,北仓镇,盛青园,75,整租,南,1000,季付价,2,1,1,随时入住,暂无数据,需提前预约,低楼层,11,有,租用车位,暂无数据,暂无数据,有,集中供暖
天津,武清,下朱庄,龙如园,115,整租,南,700,半年付价,3,2,2,随时入住,2年以内,需提前预约,中楼层,5,有,免费使用,民水,民电,有,集中供暖
天津,东丽,万新街,川合小区,76,整租,南,1300,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,津南,辛庄,金地艺境,111,整租,南,1100,半年付价,3,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,南开,华苑,地华里,18,合租,南,998,月付价,3,1,1,随时入住,1年,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,津南,咸水沽,龙湖紫宸,128,整租,南,1000,None,3,2,2,随时入住,暂无数据,需提前预约,低楼层,7,有,暂无数据,民水,民电,有,集中供暖
天津,南开,水上公园街,居祥西里,13,合租,南,898,月付价,5,0,1,随时入住,1年,随时可看,中楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,武清,下朱庄,汇尚园,89,整租,南,600,None,3,1,1,随时入住,暂无数据,需提前预约,高楼层,7,有,暂无数据,民水,民电,有,集中供暖
天津,津南,咸水沽,红霞里(津南区),83,整租,南,1100,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,武清,下朱庄,君利花园,104,整租,西,700,半年付价,2,2,1,随时入住,2年以内,需提前预约,低楼层,26,有,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,金地艺城瑞府,77,整租,东,700,None,2,1,1,随时入住,暂无数据,需提前预约,中楼层,8,有,暂无数据,民水,民电,有,集中供暖
天津,东丽,万新街,海丽园,61,整租,南,1000,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,11,有,暂无数据,民水,民电,有,集中供暖
天津,武清,静湖,紫韵枫尚,83,整租,南,600,None,2,1,1,随时入住,暂无数据,一般下班后可看,低楼层,16,有,暂无数据,民水,民电,有,集中供暖
天津,宁河,宁河,天津海航城,87,整租,南,800,半年付价,2,2,1,随时入住,暂无数据,需提前预约,低楼层,25,有,免费使用,民水,民电,有,自采暖
天津,河东,太阳城,云丽园,17,合租,南,950,月付价,3,1,1,随时入住,1年,随时可看,低楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,津南,咸水沽,益华里,95,整租,南,1000,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河北,光复道,悦海大厦,16,合租,南,1100,月付价,4,1,1,随时入住,1~2年,随时可看,低楼层,30,有,租用车位,民水,民电,有,集中供暖
天津,津南,咸水沽,育德里,62,整租,南,800,None,2,1,1,随时入住,暂无数据,需提前预约,中楼层,4,无,暂无数据,民水,民电,有,暂无数据
天津,河东,太阳城,云丽园,15,合租,南,1000,月付价,3,1,1,随时入住,1年,随时可看,低楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,宝坻,北城路,宝鑫景苑,108,整租,南,900,年付价,2,1,1,随时入住,2年以内,需提前预约,低楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,河西,陈塘庄,中海复兴九里,13,合租,南,999,月付价,3,1,1,随时入住,1年,随时可看,高楼层,24,有,租用车位,民水,民电,有,集中供暖
